description,properties,tags,code,is_position,is_transition,start_position,end_position,trans_start_node,trans_end_node
spiderweb w/ S-grip and w/o leg control,,spiderweb bottom_supine top_seated,p3azVQpdc3WPtHaEUYsnbrVSsFbBU8rxcqVgygfaTzsBfsPgBjbCOdx6b6MmEvhoKFAUhlGUCOexNYx0dMHAyEd5NGx1eXLLxPeaMIx3fOMJxnfmMoxUfxNWBGcdJUCMivIGBWk0Jig6aGFlnxaCAfjXaNHDpgaFDui8bTG6oNbMCBlihGJSqnhFFtoZbLLer0bNI7ucbDTcynbwPssvf1TzAiemMiv7gqRxwTftOHwLfFQFwRgAPpwGf4Pqv6gyQusObMNrwEbMRIynb1TL,1,0,,,,
posture broken seated butterfly w/ double unders,,bottom_double_unders butterfly top_posture_broken bottom_seated top_kneeling,IPaCm7D1azlWJlcmqpDocDo0JyaYpSC5bkowLfa5wyzYa4uIHIegrsD7eFqrHZkcx3Drk0xLLpjoA4yZldwiIXgxCZy0gZxsIxfxDJywfNxEHlfbDRy2eTynFxhAtkFVl0yyGFmZASFkazryGLbIqwEkaEu7GoaEt6D6bvtZGIbQtoz7fVxtJdeZyZBMbSCOFlbHDGBxjuzmGDjWAiBXjHuJJKhVxtFUk9vbHqkSvbGtlbwlGClUvnHHlCwtFrlCvUDMfJDoDTkGArDlm5zn,1,0,,,,
double outside ashi,,footsies,umazvRJdc4tUvLaEzlHibQwRvFbuyfIlcKwCy0ftCJIiesDiz7bTIwDGbDHAB4jWJyGwiKMbzng0G1JzgBJkBqg0DkHceUF4CdhtCnHRe1E1DigKB5Hwe5DOCPedK0EEkgKFF6maJvScazGqG8b5PIPyaEIZD9aWNNPsaIHvFebPNyLyaYBIGLfVIbEFbQBgC1eWCsMhevx6K1jvzaJeaZybHFiAClHmdkA4G6eOExH9egBmHOd3FjHRffB6Ivc5EVGJfvz9L9hgxUOKhLym,1,0,,,,
deep half backdoor sweep,,deep_half,KHa0CAvYcTCmLWcEFFyOdazYLqbhFnyDc9BmMXa1L5C6feGcMBgbHoJDhqFvIOivPEEPksMvKBeiQoC3gHKpJZaCSfAUcYKRJvbeThz6diLOIZauUezccpL9JKisJLGyjJOAE0kVQlrJaCrynRaQEpuJcwqwqja6BFulbYrMqobqC6u8a5yDwpdvFOBod1xPz7f9AwJ3dnBMIJhWDsGhaUCQFHjiGGFSd6FCHtfTIOFReMGIIee8JwFFf1GOI8emI5EheRA2Kqf6CdMZfYCS,1,0,,,,
covered up S-mount,,bottom_supine s_mount,KNazHRzBaARSM0bOKwDkaERvLOaWKACcaSQFMbaYRoCrdNKxLxd9K6JaenIdLijuPNHrmpNjNifPNAHdkKIUOMceLXEChjJIPUbBL6DsgQJ6P5axMJDjfyKjJ7h8J8JblmPkH9mCRrBYaWryJlborbDFaGuPIWaXuNDabQt4ISb6tVCXg4ylHPhtxWDOcaDpHtccCDDMbsMaITbsMeFkfNMTHsfQMMFsdSQFHLeuQVFzdlRSH1dzRRGmcqSbHJcmRMGtbMGOGkbvNjGPcnPK,1,0,,,,
twister pass w/ far arm stuffed,,half_guard pass reverse_half bottom_turned_in,R6aDzwFjaDyJSxaNDaIXaFy6RnaQCjHVbkzNK6bqE8IQe3FyQVcJIJPmf0HPK8fzQgMQj7NHJNa7PsQbiUKCHGaPLPMgh0IZGmaPLILniRIBFVaYKuKjixHZPieYL4LuihPqJnjuQwJQgoyOGUgoxMH0flBSGbe9BbJef2BAHpfkApL0hRHFMkdJE0GKeNK1G5bDI5NtbMQHQdbuMhJocySUNfbqICKUglR3RkbhJ0LchAROSpbRKnLqh5QGSPc1J7KrcDLBPLbYO3R7cVPH,1,0,,,,
standing vs supine w/ legs extended,,standing bottom_supine,FVazBsyCazOSCfaEB7vwaEMNDnbtCmwsbANhDJibD6zYhvMWyMmXFaxsl9IwFXq8HtD3rtMtGlnOEfAboQL2D6k6GLB4k7MDEvj9FXChj4NoDViZF1DfjfNhAhpsIlFPrCKeH8soLcApobKABhnoFtz2kTIYATjNGuAMllJ8BYkJGgFViUN2HXiEI4FzbXNJHcbUKmNub7SyPRbKNNINchSLNda5JXHofNQEK6eFJbHMgZQLK7fXJbG9h1QtJ1gxIIJVbMNJPqcyQuQHeOQ1,1,0,,,,
supine butterfly w/ over/under,,butterfly bottom_supine bottom_underhook top_underhook,KaaCqoDwaOpsIwdXqRFkduriItcFrtEdcErzJyc8yhzKdHwNFGgHCMBXgDCJGuebLHBId6LYJMa9KfzobQIFH2aEN1yvbcMUHIbfO8x5a1N9HGawQdyEbAO9DLfjGuD9egNlFjd2PHA4dowSGYcMxhAVbizXFOa2AiArcDzBGGcbz9xghDC7J3gpEsAZcbFgEFcbFby9bUNPEqbFORxOcqJkHcaTLbAPe4H7GuerIPBmgbHKGkfGIZCsgGH4FGgfJZCPbPI8BHccOWBEdsRk,1,0,,,,
over/under pass start,,pass_split bottom_supine,sdazy3rdaIJeuhdwz4t0cDHEuucjzltVbpItAYa6xiAJa8JNysfKBOxSfJFwHCd6CGHgguGVE6aTAuFacFIwCtaUDIJrbLImBzboEvKCbIHVATcrEpK1b3GMB2fCEhIHfJEEK6f2FFEnazMZt3bQJIGJaEJ5xCcCIXGbbAK1wub5IcHLihKKAtcjCtJwcWGEHjb5DOPzgSBfMNeIxiNAekEBJibyxoJBeYDmFCaHztI0fWCNESbIzFHKgaC4Ehb1AJLvcKCLOlgByKNniXxQ,1,0,,,,
butterflies engaged w/ double unders,,butterfly bottom_double_unders top_airborne bottom_supine engaged_butterfly butterfly_sweep,JzqmwIz5q8wFHOqbzWBrrqz9I0pwzrACqwzpLzkkDazbkpCgGKkQIaC0kKH5Hge3PECoeZPzJCa3PXzjbuQaG9aJTnBRaGTEGfbbUcCiaTURFrauURDoauVlEQitLkEReyQZGzdhSDC3mdCJH3mJBtDsiBCaG4jdBdCVjlDlHFjYCfB1hyJWIChQIJCRbQF4GxbIGlBub1PnF9b7PUAifyMwI9ecMZCBhTPaHnhtPcDMiePBGFidPZERhHO9Flh4PREpbPKbDEcmRdCwcETE,1,0,,,,
side control w/ crossface vs t-rex,,side_control crossface bottom_supine t_rex top_kneeling top_underhook,zFazExxNazKLAEdZFGzpdXKSBmcMFszDcILuH1aYFAEraYQfEVgqIuCPfKLvMTfcM5JXfjRpOraYLJGdcwRkOAaBP2JLavQiOca1Q8KbaTRtM7awRGLraBRMG2ghMfMhfIPPOyfeRbPyjaDeRyaGv4NegnDXQraFzzM5hQD8QDbMyDIahwI2OPhiCvKvbQFKN1bXGPHqcaOIL6bsPTHGcwJ2PKdtNNHPeENNMvd0QtHGdZOSMbd3RJH0ewP0K9eCScK6bMJ3Jub1QGIMbWTf,1,0,,,,
mounted triangle,,mount triangle bottom_supine,NaazMQOlcLSYL6chP0KQbNTSMTa7PEL6bNUANYbcWtFsa7WDKLe6REG4e7ReKQlXVtFvlDUQKJhgUWEZg1UeJ2c5VXFTduWoJObUWpGacBXjIEbvWMHob9XmIWiZQHH2muVEHMnsX9CeaBBMGYazBcC5aEFqHhaGERCubFEvHabMDSB1ifGHGyivFjDPciJFHncvIKFrbuSUJ8bKRQBWaTPQLkeLVgEVdARuLGcbYAD7efSjMha9YbEJe1TaM6avY1GAcbM3H7bvTQIpdHVm,1,0,,,,
¼ clinch w/ underhook,,quarter_guard bottom_underhook bottom_turned_in whizzer,Lhazy4xHbrA3LWcJBXzoeEArLPbfBSyTd4BHLra9IQCSboGIJ9fGDIGyfICMJUjkKGE0k0JTLogHG7C1hnHDIUe9J8GWfrHlIdeULbH6fmGHHHdMLrIkgnFRHTjaE3HzkQK7HalyNDvpbEwItYbUxOvYdbz4uYa3BjwPdeyOvDblz6DGedzGCtaYzezIfhFdzmbCFrGIgBI5GQbwKWEfjzGnG0bhGjHdkiDuKScjEIIskwC5MacsEQJnjTDKMMc3FLBDdtIHHGd3JWKfduKe,1,0,,,,
knee on belly drape,,knee_on_belly bottom_supine,UuazHEJebKJgQSaFGYI6fsJQRPbDHwITegKAQRhVKbFZdRQQJ7g6ILG9hrKZPPlcOJLJj6RSPqhdMnIigWRoO6dsOkJgcOSkP7cFN7JccETzP9bsOAJ5bUUbKCjTL3OelcQ3P0kESUvYazJFxta8EyzuaEKVAoaMGNywbAKszNbYF9ANhQMgD6hmGnEhb2NWFBbVKtLybtSNOzbDOeGWaVR8LUbYKnJVdEQUMMehNUK2egQAMyeJO5LuebPlLCeoPRICbMNDNJbHQWP3cnR5,1,0,,,,
knee on belly center,,knee_on_belly bottom_supine,LQazvOHnaBIAIqbuwPGTdiF0JJbAxtHadeHpMhfmCJJgeuNSHMjDFNGhikITPEjULeMdkOOYNhf5JXIzhUOJNlc2MTJ6d5P3OodLM3K3dZQXPgdkNWK5c1RMJYktJqOOkzNQQzkuPPvfaNLKyuazHRyOaLMGB3aEIYxMbPMBAZbzIPBdhyOmDrhFKVE8bPN0GMbCKFM1bBSNPtbDN1Imb8SYNfbiJWIBdMO5JLcWLSIre3O4KgdWLdICfNN2J0e9LHJxbMN0OYbZQLQ1dvRr,1,0,,,,
inserting first hook from side,,side_control seatbelt bottom_turned_away back,VLazLCTcg7ApTcbXNPVcgFDwTdaIM3TTg4DcMJaZPEPsi4H6SOd9OKTkhHNIJ5e3QEK4jfNbK9aTOTOxhgKHKQcQLeMVdqLOLXdaKMLTcML6MFd7LnLMbYM5PIgXP4J0g7OKH4guMYYhazwWO3azuIYlaEADSbaEwIXjaIzEQPaWwWQEa0BuNtcECJTAbQHKSBfgGDMfbANfMageNkOEa1JjNEfSIVKXauLiLFb2JqKpauMsKXbLKrI6aBMvKPauKNQXd2KsLodSOBI1cZNT,1,0,,,,
z guard vs wrist pin,,z_guard half_guard bottom_turned_in top_kneeling knee_shield,F9aHpIHgaAwzHicVsqF6ctzAHYbVrBGra8zhNra1vKGbbmF9JEglybGZfHAKPMjlEvLtkOHfQKeZFZHRh7IqRBbmHUKmg7LTSkbKIRKLhbM9SSa7JNLEgmNCKuhSCaN8ktGsPVlqH9ELhIBxB5cryDFSfNEzDTbIBMGtgpDsEkcfAsNgfFEvKPcKCEH3fAI8H0bQIYORg3OAPRbQOnLshGLuPdboJOL0iVHvTnauIRM4i5H9UDaDITN6jNHRVnauHPKHdALYP9eCOWSDfmPG,1,0,,,,
gangsta-lean,,mount crossface bottom_supine bottom_open_elbow,HZaELLxgaMFMLsbkMSAWaEFOKba3NyzXa8GJNtaYTsCldLMsMad7NbI4fSMnJ4eQWzFIfBUQK7bhTLBydETPGXaUUyxLbtUfFNbmUVwCbXUwEIaEUzvEa9UWJZfJQDHlfhXaGqeFZDzBaWyBGKbowLBUaGBsG4aXAoBfbQAOGPb6zxBYgWFcGChmDNDTchJ8HncoILFpbYSJKHctREAWaTTkNIfIS7wXazUtMkc0Wcv4auVlLOcgW5vnbmVUKPcIXOG4bMM1IccfSOIccAVr,1,0,,,,
safe haven,,top_on_side bottom_supine,JcgzAUG2eUzqGvfiC4EPdyB1HrgpDcGfdGBVGYkgIUJXbpHiCHfdK4DYbIKPILgxR9I6bsR0HCgJNEJLa4NpKHe6LgKQctJtLLeRKxK8dqIILTdUJKKWeGI2EMdLODIZdYTcLdd0UBwmbnx4AMazwlySaEAECEaEzAymbXz9B3bzyHANhFDkDYhrBLE3feIiG4c0F8KZbGPvN0bLLLI2fEN9K9aUIcL7frLmLNeBKsNdeMLsLweALJNvdQKFKAfnMeIldaKlNCb3OvPlcKQn,1,0,,,,
rear naked choke w/ arm trapped,,back rear_naked_choke,CAe6HPGrhqE8BLdOLeFdgnIwChe0KGGhf4HEzWhNQqLxbYILCEbMNSELbPKTE6eWTrKsd2SRE5f4OWKtf8ODJbfyPhIie5SiJQeSP8HpfNSXJFeQRoGdf1SrGUbOOGHWe1TPIWhiUSDAbBszJfazsLC5bywfHYaEwiDMcovjJcaPvDC6g7z7LMeTAnDzc5FUHccPFpDIevOOI9dXOrAMchLRM3ftMlAoglMEI3gtNQAohEMXIMgYOZAXhXN6ITgdP2FYd8JlGweQO7GRgLQY,1,0,,,,
old school,,bottom_turned_in top_kneeling,wtazAttGa7GTyUdkADv3dXGUy3bRAAv4cDHpFSa0zCBQbvK0DLgYCpCnfVFFMshEGqJQfCKuL2hOBMIQbpMbMSdOA4GEauIvMJcCBpF0avHrMzcbCAFhbsG1GAg9FLL7ghIVOyfwIjEqbyJQwKaQEmFIbpGpzHcuCSGma7HHznbZEdNda0IoFpcDHwJFbCCqIBfaBTRId3GAPjiMGXSTa7J3K8kcFxSgaEN9JrgADOSDaSPmJgfoEhRQauQkJ9eWE7MweCDEQXgzHuR9iaJe,1,0,,,,
¼ clinch,,quarter_guard bottom_turned_in combat_base fetal,LhazyZzxazE1LXcIBTBmaEBLLZbfBKBkbtCXNbaYIsChhPE1Khe8DrH1gKAYIPkWJ8EslQGZKigTIdBsjPDYI5fVL4CAhMHGI7fZNoBOhqIFIme5NZBwf9IQI8jaEtGklTI7EHmjLevsaAyBwocEALv9aECgxYbMD0wKbbA5ywcjCJAQgsAcEKcMz0zGeqGTB5bCGrHtgCLQHLbsLCDeg4J0JtaTHlBigIGlMjb9EkALgTFaNicuE1Bug9D7NpdeF0CtdIKbH2d1MHKEdUMn,1,0,,,,
¾ mount,,three_quarter_mount crossface top_kneeling bottom_supine,YMcvFFXrazAfY6e8IcXodkCLZbdEIkWzcdCtZva5ONQSa1GgVCf1LVS6gNJmRqexTbMEezQqTDaUVdMeaVNyPtaRVnNkauRNOfbcVyNKa8SMNjawUWNKaxTYRwgbNpOMe2SgMIeSTZ0NbCCu07aDzGYGaJFpYAaECqZMbIFbZ0aMCj0WgtJ23FaYH9UAdPI4XcbCKwODbtQnTzcpSJPpaVLOXcbcP0Ouc9PgVgepNQNvcVP5VAfwOrNadHQ3VxgBNHTrbOMOQRctRRPwcvUb,1,0,,,,
electric underhooks,,half_guard lockdown bottom_turned_in top_kneeling bottom_underhook,SaazyDx7azukQidOyuAuddtmQwcMzqAfcyuDP2biF9CEdfA7KZf5GlHEguEKIihoOIDfhjMoKqdBQnDCgnHMI6auSPHNe8HvIBa5TSI1eEHsIBavU3J0fqHdHYh5IMFwhbN5Frg9QMCJazw6yhcMuACSaEAQyhbkx1DdbCzKzebzw1E4ieywFXbGyBB9flEaBTbCEgIwfYJkIpbsKjEghrIbJEaWFRHzi8GjNYbpFtIQjjF5OTb4EQJMiAGyP0cnFlDkdsHWJxdVKUL9d9KM,1,0,,,,
mount w/ double unders,,mount top_double_unders top_underhook bottom_supine,DQazANruazALCecmDxs1c2C0DhblDzsdbRDjDVa1KjrtaYJ2zkf2H7vFgjH7AefaRnu6fmRvDobWQbsvcCOGBAaATLtvawSmAQa3UItOaITBAEawVPu5aCTYxsfCL3xHfwSEwIfVU8t2aBtSy1aztQuuaExByNaExzt6bBwByQbAwwtOgkBtyXguBavCbFGzzibMGwvzcgP7AjbSPSrTcUSXB8ccUctBbTWHClb8YBtRblXQCQclZPuzbOYLBUcF0IxvbOKxx1bPRuy6cyTQ,1,0,,,,
mount w/ head&arm,,mount crossface top_underhook bottom_supine,HbazwIDWazweIsdsyCCvdtxZIxb0yOCcb2x6LMa5EOyibkDPHbf4DjDsfRC7GHeUMLBjeVLzIpaVOBBEaTI9D5azOABTavNmC1beOwBTaAOEBVaNN5CSbbPgE1f8G7DQe9MOCzeuO4DoazrfJeboq6DCaEuVIQaWuOC6bFtYIMb2tSCVgUyyHHhaynDGbCCZHnbOCNC7ciMbInbDL9yFa0LoJnbgHCz6eSJ8HceKGzAwf2KcHMfxHtBHgsKfHlgMHtFHbMGOFKbUM8FZcPPD,1,0,,,,
electric chair,,half_guard lockdown bottom_on_side,SdcVKUwNfsugOZdNJdxeivwlPsdPKzxAhawrKcf8OxAWd3BCErfzKBB1dFIoAseLStv0duP2DlcoVgwLbrLXABauXKuZa5PWzUbaYyucboQXySaLY9tNauRQAIewMvxJeKRRw8d8Ukxzi8CixTfNu3AwimAdzli4v1zJhyA8yOhWwJylbGEwyihyDCE9bIC2ETfpC2IqbBLXJigBLaExbWOAEXh5MkCxeaRxG7ftO2CQfgSdHJepOKBNf0SyIIekNVGSdFGxJXd0L9LadtOv,1,0,,,,
mounted arm triangle,,arm_triangle mount bottom_supine,IhazAHzfaCGiH8dzCRCRbxGfIZclCXBPbrHfNsa0H3DibKNYIIfXHiFjf4ISMYeaPdHOeWRoQEbMNIFPaTSzNoauPYJ2aGRnMta1QIJ6aOP3LnauQ1LfaxPqIDf7LBKuenQCKedmS5yaaHzrCWazw0zRaECNETaEAazvbFBLEnbFzjCugOFeGCg3CYFgbFITInbDGUL3cmQgORbsLJMhgfSWKWaTJaMCgFOOMveOKbMYgJNAMbf3KwM0fEMQKZgcK5IUbMLcN9cnOkOZcRQO,1,0,,,,
full guard clinch,,full_guard crossface top_underhook bottom_overhook bottom_supine top_kneeling,MxaCwxIbazwfLEcZzgI8diyyMzbXy3H6clyuPFa7FbCobaCcKrfDFeGMfHFbKaeROUEUfsNTLDb8StE5aTOUHHaBSvIravRBGra0SIJpbiRdFtazRXKCaVRBIyfzJaHsfHO6G6fURLIOhFyzKDihzhI6e4BgJOfJBMIaf3ARKDgVBODchrFsNzhMH0GtbNHHJ9bHH4GvbURCLPbJQgClb3PpMLbULEEpdxL5KzfeJRFnd5LwKoguJvGddDKFJdg0JxHRbMLNJjcqRoJCdzTJ,1,0,,,,
electric cradle,,cradle bottom_supine,L7azIYPGdSDJLodvLdNBgsFsKIciKUNue5E7DYa6L7G5dtG6GChdNTFLi9KQypfjQMwwgBL5x7bpThutdOIWuPazQLtra6MatZbnP7tpbENntxa0OWtzaPOmCpg8MLwofOOPuce9QgrAj3GVI0azyxuNiBFJGRaNBwtYitGTHubSAHuhdzLIFyhnEwy6bNG1CJbXHLvPcJPeAybsQ9sVcBLBDRaTNRuRfLNCAZd6N7vdgYN2APdNPlwrhoNPz8eqQcz9bOLexLb5RdvYddST,1,0,,,,
z guard toe hold threat,,z_guard toehold half_guard bottom_turned_in top_kneeling fetal,MsaBvEIZaFvfLWdKxsIic1x5L2clxYIgbAxWLCaYEMD0a0DnK7fyzxHtfozdIplHFSD7l0CHHog8FTEQixzGEAf4CWCwfMB7DVhbCDBLgGCwDcg7ByAHgCDeIXjgArFNmoEYEjmBG9BCfwB3E2dWtIDjhfEODrb1wqDQgMDvEKcLwjKKhoCLI9cuBCHSfuILH3bPIqPEgJMIQccxJpK4gSL0MHa7GIK7hjHQNUeCEtLwidGZOxfLEtK5h2FKOlgwDpKIdALpQNeTKTSTf8JW,1,0,,,,
seated closed guard w/ double unders,,full_guard bottom_double_unders bottom_seated top_kneeling closed_guard,H3azxdA9azwFHkcAAhAgbZzVH9bszXzZaFzhITa0GNw5a1FvFvdSBqBPdLBeGcjMGIBulEFLH8fYIAw9j1FwIEcoKKwZgVIDIJb8L1wRgaJIIRaRMoxfeYJODxhLBMDYlqGZERnjIBCMiwwzDViiuUCDfIy1EdfDxuBKgJyyEHgZxmwGfuC3HpgoDHAvbFHsEebFHHy5jyHYEakoIRz0iGDwFCgGGlC5juAQGaiCCsEbkeATFsjdBCFajHBAEfi4BnCieRJQBnk0IGAunqHT,1,0,,,,
toe hold roll,,toehold roll,Q4eFwNKba8uSPqhGyeKOeuwoPKgmyIJ5diwOORfvFvFBckB0JkjyGrGUiXDEDMc9I2zQgbHwGgedFfB9i6EKCXfaCMBIfPBTCdgbCRAOfMCLAXghCQAieFDgFdiOHFBadNH6BjcmFRAvfgCjEfgRvRCTdCECDCe5y2CVeYDYERfkyiJlhyEIKUdkA1GNdMJ0IubOHlM1cFQvP1bxNsIJcOOCNWa0JkJ3fCLQMOeUHKLgf3LCNdfXIpLAgrKpM8g7HUKubQLbPLcjP7RheqQy,1,0,,,,
homie w/ arm shucked,,full_guard homie top_kneeling bottom_turned_in,KQazA9yFaAuEJfcODHyYb3x4JVbzDFyca0xqIra2Kpwaa2D3FneHFkBIfeEMEagbOfy7g9MtGgb2O1wJfVQhHbauSQvFg6UiHba7TWvHh4U5G8auU5u0h0WdDpg4InBlgzN9AFgcQKBbiMExJghGKGzyfJFTF0heI1zXgZGoGJgsJ3zYlnLJBXcpMYvugaKuv4cJJgu8gTRRwybGS1t5iBNAAjcjQhxSioPhCvf6QiyfiMQrCghmQezdh9Q2A6hKPIuRcXNpvvekS0uQeWVu,1,0,,,,
modified jean jacques sweep,,bottom_overhook butterfly butterfly_sweep bottom_seated top_kneeling,QyaAuiGlaEtrPlbRxCGQbTwXQhaTxaF3aSwjQaaYD5DDaZCMMpeLzIIJeOzYO4huG4J5iNIAOXdyJzF1hCKAM4eOM7HveZNKMAfmOdIkeeOrLkffOwJwdUNUKPhiCPMSiVH8OgkJJxJdbtyMKKazytJIbNCuLAaEB8IXcsBtL1bkAWGrhyFnOlfVFCHKbCIILebCJ2JJkfKYM5hGNKF4kbH2OTdAMuIbgDIGQdeJIyI4f7JoQAfkHrJRgJKaPDfqGwIsetLSLZjZMANqmcMS,1,0,,,,
foot-over-foot pass start,,pass_split combat_base bottom_supine knee_pin frame,SfaCCWA3azxdO0aKBeBId0ytPIbLB3BhcMy2MBhPDuADcWFTGlhhAvCEgHAoG6lsHgCej6H5JthGFNAlgwFMIvd2HFy9cxEAH5eIIHx9bLEFHNedJOx5azEfDPklCnEIliIPFfk4LsxrazwIEbnXxKA7aEv8FokDwwAgaExfFxlrxHzka7D4HSj6D3GfbFEvJydlEuEabRMOInexNIBVd4JiJyfGJjCKicI0HYjLIJCNjdJPHwkNJvCTkqJxGVlHIQIabUInFDdZNUDSfLOL,1,0,,,,
seated full guard guillotine,,guillotine bottom_seated top_kneeling full_guard,CaaAxNyhazA2Egb8Aoz0bLD9ElaOzLzfaEDJJfbiEsB4bAJMDGeVB3AteSDFHigRJhB5gUK1GafoEXyjeeKeFUfeI8xCdbOnENe1JIyicoPcEdfYKozkcIPQC8hVFcEOhlKBEegeM0yMdGw2NOdnBDz2a8zlLsa2DfzlclzyLIcuDvxje0FsHzdzIOzrbWLyCqb9NxyFjxJDDwjSMaxDe5IVHkheM3BPfeIYEte6KwCYfJI8DkeUJYD1fhJGCyfLJszNfyNVA5kjKPBil7IT,1,0,,,,
honey hole heel hook,,footsies heel_hook,t3aEuVOneMxmvwaEyhKPfWxMvlbLxiLOflyDyrgTAqH5hKDIA0bOEIEKbCEKCifUMSG1eeL0y7cTOwJ7aTMWvLauN5OgaLLGuCa2NZPta6LttCawOEQhawKGCNbMIDE4fUM6F1inMRAkeABjygazDnDFc9AVBdaEA2C4dSB4AnbABGFqeoItDohtC2JjbTC7HLcSzRQzfLByOohfxfM1e2EAKXd8w9KlhICJJjhczMJuixB9Jqh5AKI3ihAVJKhSBWL2cjzJPxhFzJPBj8AM,1,0,,,,
honey hole,,footsies,zHeLBexzcmCCDbdwAXAcchzZCwejBUz5c2BdFEdUH3EkhmEyI6bHCpJseSAAP7eQHVMsiGGmPDaTFyJRh9CsLzaHGsGSf5ENKEa2HiF2fhFrJsauHgGad1FwMTdQCYOjgYHFN7ifJ1vZazwCPoiyyPw8aEAcMkgExPw7bxy5MShby2yQhQBhINf6Euz9bXEKDEbCDvBNgoLvGxeMLMBifMGVI6aYMRE5fFFeLdbFI9GofQFrLRb7IaG8eNFbMfbpHcC8bRHRExgILXFDi3Lv,1,0,,,,
postured up mount,,mount bottom_supine top_kneeling,IeaBzAC5aAA7JDc5BXBycJDII6bLB3BybkDvLza3IsAGaYKoHneXEyDOeAFqIimVGDCPndHhIOihG0BFiIGLHpevIbDue6IhG6eoJsExfHIPGHdcJQFqeRJmEYiAEeFDnKG9FWpaJqBYaWryJlboq9DFaGuPIWaXuNDabNt2ITb3tUCWheyiHOhnx8DGb8CYHmcpC1Deb0MxINbzLTDIefIvMMa9JsHJdoI6JudQIKIYdpJwIOesJCJIcoJFH0dQKpFubXGXF4bVMHF1cHPg,1,0,,,,
honey hole escape route,,footsies,pTazweNgaFvstAaEv4LAaOyIsFaGxeLfbnxqvra2DCFgeFwpCgbDEZE0dwDgz5ivKADRk7IpyFeoMaETitEGxrauLbD6gGAKwrbgKKC3gQz3vlaIKgCTgQyODuflGUBckSJrAenhIJyRazAGvxbxB9CcaRCdzdb8CsBvbyBcyhbMBqEuhjyOCqaYvYIjc3CLIvbQzhIRliy3H2hAu3IxidCBJjdWsoGpgMziKcaUpmGmgHxZKBbdobFyfLxwKsaxm7KufFz6H5jUwHF0lovP,1,0,,,,
closed guard w/ double unders,,full_guard closed_guard bottom_double_unders top_posture_broken top_post_hand bottom_supine,KOazwjyOaLuaIgdewpAldgwuI2cBxwzqb7wHI9a9EkxpbwDkEVfSHcBkghGCEHesP8zIerP1I5dRRAu6eMQkJtaBT7ttbBSRI9bcVes3bHT6JkawWksoaJUECpfxKMCae4Q9AWexToBfkhB9DRjOBZCbg2DKDmgvDuBbh5D1D2hJD2xMgZJ0G0hmKlBgb1GJEUbCG9zyb2P3ESbuQpxTfcMZGIeNNCAVgMPmC9gBPnB0gmP0B2hbPpCUhaQsBbhhQlCAbMKTCcb8RdDsb5Tz,1,0,,,,
perpendicular triangle,,triangle bottom_supine top_kneeling,lPazHukFaAODoBcOIBmMdxN8ovbAHUm3cgORvlaYHntbaYRTqoeXJ4pleYNFyig8KDxtfhPQxLdjH4BDdfPIAOd8KTAGe1LSA3eJL0zDeGLhBJejMZzHdKKksNhqMOybgCNrAvgtONrnk3OVwYiRT7sshvPzv9fDSqs2iMPNw0gKR8y3ieTfzhh3LKAvbWQBw8coPdE8caIMAkbAGkDQcWNdw2a0JECzf9PFsGbjJfCkhiQirrbDIVA8hQP4recsHTAfbMMfC0crGSDDewFi,1,0,,,,
turtle w/ seat- belt and knee under elbow,,turtle seatbelt combat_base,XzaIGVI5aADTUtaEEXJBcSGLUVbtF0JQbtGvTAhEINK6ccNfMZgAGNJrgjHSQlg4N8LGirQjQJcwMWIJeYRwN4cUP7MbdsPqM9dLPKNrdsPfL1dIQjN8cFOuLYiLKnOuisPPPZh9R2zxazGczaazMRCecXHaBVcPNPCabyGOBAbpOaIPaYIxG8a2ShFGgUKqExfCNJOvfmMDMreRRNNgaULJJ3aTRjRjaKMYOfaGSzSzbaM4Pua3SFTxauNtQmauToIJgxNsNYffPqQxeWQf,1,0,,,,
side half w/ lockdown and deep underhook,,half_guard lockdown bottom_underhook whizzer bottom_turned_in top_kneeling,SjazBUKabetfQBdjDMLneBt0Rdb5D9KrdJuMP6aYKXGEb1AnNxe9F2JTfwFpNoiuOzH7jDNwO5d5OCE9h6KhPjauQPIMgaIVOPbaRRJheZIWOBavSZKveOJnLnhkI7KHjpOJKzi2RoLzaQxCJhdxuxIuaEzJIDaSwYJIblzLJBb0wWKwhICgMrbLDdEBe7EQFwbED3HsgCMsISbvNfIajMI8JHaYIDMnjlJbMYaBLqNBiVJqMTazMKNShFJAN4aDNmFTcFIeHPd7NGKbe8Ov,1,0,,,,
back w/ arm trapped,,back,BzdNG7CmflGLBGbEJ5DregJ7Bkc4JUEeeAIUzuf4PGKwd0GnEBbWM7IgbMMGEFhoSTJKhuQNCCg7OKKidtOqGqgLM5IwfNLgHkhrMwIgg6LaIzhqMzIkhWL6GScgQOHbh5RLHSkGRODAbBszJfazsLC5bywfHYaEwiDMcovjJcaPvDC6g6z8LPeUAkDAc2FXG9cGE9C7fuNPIBfSN9BSbxLyLCfWKCzgdxIUHmfuJHzpeuH7GhgcJBzUeyGYE5fPJxGic5JqFOf9OsF9icQb,1,0,,,,
